timeStep    sender         receiver         type                     sendingPlnID        recPlnID            
11.41      CACC3           -                 state_sendMergeReq             -                  -                   
11.41      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.41      CACC3           -                 state_waitForMergeReply        -                  -                   

11.41      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.41      CACC3           -                 state_platoonLeader            -                  -                   

11.51      CACC3           -                 state_sendMergeReq             -                  -                   
11.51      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.51      CACC3           -                 state_waitForMergeReply        -                  -                   

11.51      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.51      CACC3           -                 state_platoonLeader            -                  -                   

11.61      CACC3           -                 state_sendMergeReq             -                  -                   
11.61      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.61      CACC3           -                 state_waitForMergeReply        -                  -                   

11.61      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.61      CACC3           -                 state_platoonLeader            -                  -                   

11.71      CACC3           -                 state_sendMergeReq             -                  -                   
11.71      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.71      CACC3           -                 state_waitForMergeReply        -                  -                   

11.71      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.71      CACC3           -                 state_platoonLeader            -                  -                   

11.81      CACC3           -                 state_sendMergeReq             -                  -                   
11.81      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.81      CACC3           -                 state_waitForMergeReply        -                  -                   

11.81      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.81      CACC3           -                 state_platoonLeader            -                  -                   

11.91      CACC3           -                 state_sendMergeReq             -                  -                   
11.91      CACC3           CACC2             MERGE_REQ                      CACC3              CACC2               
11.91      CACC3           -                 state_waitForMergeReply        -                  -                   

11.91      CACC2           CACC3             MERGE_REJECT                   CACC2              CACC3               

11.91      CACC3           -                 state_platoonLeader            -                  -                   

11.94      CACC2           -                 state_sendMergeDone            -                  -                   
11.94      CACC2           CACC1             MERGE_DONE                     CACC1              CACC1               
11.94      CACC2           -                 state_platoonFollower          -                  -                   

11.94      CACC1           -                 state_mergeDone                -                  -                   
11.94      CACC1           -                 state_platoonLeader            -                  -                   

12.01      CACC3           -                 state_sendMergeReq             -                  -                   
12.01      CACC3           CACC1             MERGE_REQ                      CACC3              CACC1               
12.01      CACC3           -                 state_waitForMergeReply        -                  -                   

12.01      CACC1           -                 state_sendMergeAccept          -                  -                   
12.01      CACC1           CACC3             MERGE_ACCEPT                   CACC1              CACC3               
12.01      CACC1           -                 state_waitForMergeDone         -                  -                   

12.01      CACC3           -                 state_mergeAccepted            -                  -                   
12.01      CACC3           -                 state_waitForCatchup           -                  -                   

13.10      CACC4           -                 state_waitForLaneChange        -                  -                   

13.11      CACC3           -                 state_sendMergeDone            -                  -                   
13.11      CACC3           CACC1             MERGE_DONE                     CACC1              CACC1               
13.11      CACC3           -                 state_platoonFollower          -                  -                   

13.11      CACC1           -                 state_mergeDone                -                  -                   
13.11      CACC1           -                 state_platoonLeader            -                  -                   

13.60      CACC4           -                 state_platoonLeader            -                  -                   

13.63      CACC4           -                 state_sendMergeReq             -                  -                   
13.63      CACC4           CACC1             MERGE_REQ                      CACC4              CACC1               
13.63      CACC4           -                 state_waitForMergeReply        -                  -                   

13.63      CACC1           -                 state_sendMergeAccept          -                  -                   
13.63      CACC1           CACC4             MERGE_ACCEPT                   CACC1              CACC4               
13.63      CACC1           -                 state_waitForMergeDone         -                  -                   

13.63      CACC4           -                 state_mergeAccepted            -                  -                   
13.63      CACC4           -                 state_waitForCatchup           -                  -                   

14.63      CACC4           -                 state_sendMergeDone            -                  -                   
14.63      CACC4           CACC1             MERGE_DONE                     CACC1              CACC1               
14.63      CACC4           -                 state_platoonFollower          -                  -                   

14.63      CACC1           -                 state_mergeDone                -                  -                   
14.63      CACC1           -                 state_platoonLeader            -                  -                   

15.60      CACC5           -                 state_waitForLaneChange        -                  -                   

15.70      CACC5           -                 state_platoonLeader            -                  -                   

15.72      CACC5           -                 state_sendMergeReq             -                  -                   
15.72      CACC5           CACC1             MERGE_REQ                      CACC5              CACC1               
15.72      CACC5           -                 state_waitForMergeReply        -                  -                   

15.72      CACC1           -                 state_sendMergeAccept          -                  -                   
15.72      CACC1           CACC5             MERGE_ACCEPT                   CACC1              CACC5               
15.72      CACC1           -                 state_waitForMergeDone         -                  -                   

15.72      CACC5           -                 state_mergeAccepted            -                  -                   
15.72      CACC5           -                 state_waitForCatchup           -                  -                   

18.20      CACC6           -                 state_waitForLaneChange        -                  -                   

18.30      CACC6           -                 state_platoonLeader            -                  -                   

18.34      CACC6           -                 state_sendMergeReq             -                  -                   
18.34      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
18.34      CACC6           -                 state_waitForMergeReply        -                  -                   

18.35      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

18.35      CACC6           -                 state_platoonLeader            -                  -                   

18.44      CACC6           -                 state_sendMergeReq             -                  -                   
18.44      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
18.44      CACC6           -                 state_waitForMergeReply        -                  -                   

18.45      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

18.45      CACC6           -                 state_platoonLeader            -                  -                   

18.54      CACC6           -                 state_sendMergeReq             -                  -                   
18.54      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
18.54      CACC6           -                 state_waitForMergeReply        -                  -                   

18.55      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

18.55      CACC6           -                 state_platoonLeader            -                  -                   

18.64      CACC6           -                 state_sendMergeReq             -                  -                   
18.64      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
18.64      CACC6           -                 state_waitForMergeReply        -                  -                   

18.65      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

18.65      CACC6           -                 state_platoonLeader            -                  -                   

18.74      CACC6           -                 state_sendMergeReq             -                  -                   
18.74      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
18.74      CACC6           -                 state_waitForMergeReply        -                  -                   

18.75      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

18.75      CACC6           -                 state_platoonLeader            -                  -                   

18.84      CACC6           -                 state_sendMergeReq             -                  -                   
18.84      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
18.84      CACC6           -                 state_waitForMergeReply        -                  -                   

18.85      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

18.85      CACC6           -                 state_platoonLeader            -                  -                   

18.94      CACC6           -                 state_sendMergeReq             -                  -                   
18.94      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
18.94      CACC6           -                 state_waitForMergeReply        -                  -                   

18.95      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

18.95      CACC6           -                 state_platoonLeader            -                  -                   

19.04      CACC6           -                 state_sendMergeReq             -                  -                   
19.04      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.04      CACC6           -                 state_waitForMergeReply        -                  -                   

19.05      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.05      CACC6           -                 state_platoonLeader            -                  -                   

19.14      CACC6           -                 state_sendMergeReq             -                  -                   
19.14      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.14      CACC6           -                 state_waitForMergeReply        -                  -                   

19.15      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.15      CACC6           -                 state_platoonLeader            -                  -                   

19.24      CACC6           -                 state_sendMergeReq             -                  -                   
19.24      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.24      CACC6           -                 state_waitForMergeReply        -                  -                   

19.25      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.25      CACC6           -                 state_platoonLeader            -                  -                   

19.34      CACC6           -                 state_sendMergeReq             -                  -                   
19.34      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.34      CACC6           -                 state_waitForMergeReply        -                  -                   

19.35      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.35      CACC6           -                 state_platoonLeader            -                  -                   

19.44      CACC6           -                 state_sendMergeReq             -                  -                   
19.44      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.44      CACC6           -                 state_waitForMergeReply        -                  -                   

19.45      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.45      CACC6           -                 state_platoonLeader            -                  -                   

19.54      CACC6           -                 state_sendMergeReq             -                  -                   
19.54      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.54      CACC6           -                 state_waitForMergeReply        -                  -                   

19.55      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.55      CACC6           -                 state_platoonLeader            -                  -                   

19.64      CACC6           -                 state_sendMergeReq             -                  -                   
19.64      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.64      CACC6           -                 state_waitForMergeReply        -                  -                   

19.65      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.65      CACC6           -                 state_platoonLeader            -                  -                   

19.74      CACC6           -                 state_sendMergeReq             -                  -                   
19.74      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.74      CACC6           -                 state_waitForMergeReply        -                  -                   

19.75      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.75      CACC6           -                 state_platoonLeader            -                  -                   

19.84      CACC6           -                 state_sendMergeReq             -                  -                   
19.84      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.84      CACC6           -                 state_waitForMergeReply        -                  -                   

19.85      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.85      CACC6           -                 state_platoonLeader            -                  -                   

19.94      CACC6           -                 state_sendMergeReq             -                  -                   
19.94      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
19.94      CACC6           -                 state_waitForMergeReply        -                  -                   

19.95      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

19.95      CACC6           -                 state_platoonLeader            -                  -                   

20.04      CACC6           -                 state_sendMergeReq             -                  -                   
20.04      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.04      CACC6           -                 state_waitForMergeReply        -                  -                   

20.05      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.05      CACC6           -                 state_platoonLeader            -                  -                   

20.14      CACC6           -                 state_sendMergeReq             -                  -                   
20.14      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.14      CACC6           -                 state_waitForMergeReply        -                  -                   

20.15      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.15      CACC6           -                 state_platoonLeader            -                  -                   

20.24      CACC6           -                 state_sendMergeReq             -                  -                   
20.24      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.24      CACC6           -                 state_waitForMergeReply        -                  -                   

20.25      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.25      CACC6           -                 state_platoonLeader            -                  -                   

20.34      CACC6           -                 state_sendMergeReq             -                  -                   
20.34      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.34      CACC6           -                 state_waitForMergeReply        -                  -                   

20.35      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.35      CACC6           -                 state_platoonLeader            -                  -                   

20.44      CACC6           -                 state_sendMergeReq             -                  -                   
20.44      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.44      CACC6           -                 state_waitForMergeReply        -                  -                   

20.45      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.45      CACC6           -                 state_platoonLeader            -                  -                   

20.54      CACC6           -                 state_sendMergeReq             -                  -                   
20.54      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.54      CACC6           -                 state_waitForMergeReply        -                  -                   

20.55      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.55      CACC6           -                 state_platoonLeader            -                  -                   

20.64      CACC6           -                 state_sendMergeReq             -                  -                   
20.64      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.64      CACC6           -                 state_waitForMergeReply        -                  -                   

20.65      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.65      CACC6           -                 state_platoonLeader            -                  -                   

20.70      CACC7           -                 state_waitForLaneChange        -                  -                   

20.72      CACC1           -                 state_sendMergeAccept          -                  -                   
20.72      CACC1           CACC5             MERGE_ACCEPT                   CACC1              CACC5               
20.72      CACC1           -                 state_waitForMergeDone         -                  -                   

20.74      CACC6           -                 state_sendMergeReq             -                  -                   
20.74      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.74      CACC6           -                 state_waitForMergeReply        -                  -                   

20.75      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.75      CACC6           -                 state_platoonLeader            -                  -                   

20.84      CACC6           -                 state_sendMergeReq             -                  -                   
20.84      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.84      CACC6           -                 state_waitForMergeReply        -                  -                   

20.85      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.85      CACC6           -                 state_platoonLeader            -                  -                   

20.94      CACC6           -                 state_sendMergeReq             -                  -                   
20.94      CACC6           CACC5             MERGE_REQ                      CACC6              CACC5               
20.94      CACC6           -                 state_waitForMergeReply        -                  -                   

20.95      CACC5           CACC6             MERGE_REJECT                   CACC5              CACC6               

20.95      CACC6           -                 state_platoonLeader            -                  -                   

21.02      CACC5           -                 state_sendMergeDone            -                  -                   
21.02      CACC5           CACC1             MERGE_DONE                     CACC1              CACC1               
21.02      CACC5           -                 state_platoonFollower          -                  -                   

21.02      CACC1           -                 state_mergeDone                -                  -                   
21.02      CACC1           -                 state_platoonLeader            -                  -                   

21.04      CACC6           -                 state_sendMergeReq             -                  -                   
21.04      CACC6           CACC1             MERGE_REQ                      CACC6              CACC1               
21.04      CACC6           -                 state_waitForMergeReply        -                  -                   

21.05      CACC1           -                 state_sendMergeAccept          -                  -                   
21.05      CACC1           CACC6             MERGE_ACCEPT                   CACC1              CACC6               
21.05      CACC1           -                 state_waitForMergeDone         -                  -                   

21.05      CACC6           -                 state_mergeAccepted            -                  -                   
21.05      CACC6           -                 state_waitForCatchup           -                  -                   

21.70      CACC7           -                 state_platoonLeader            -                  -                   

21.71      CACC7           -                 state_sendMergeReq             -                  -                   
21.71      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.71      CACC7           -                 state_waitForMergeReply        -                  -                   

21.71      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.72      CACC7           -                 state_platoonLeader            -                  -                   

21.81      CACC7           -                 state_sendMergeReq             -                  -                   
21.81      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.81      CACC7           -                 state_waitForMergeReply        -                  -                   

21.81      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.82      CACC7           -                 state_platoonLeader            -                  -                   

21.91      CACC7           -                 state_sendMergeReq             -                  -                   
21.91      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
21.91      CACC7           -                 state_waitForMergeReply        -                  -                   

21.91      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

21.92      CACC7           -                 state_platoonLeader            -                  -                   

22.01      CACC7           -                 state_sendMergeReq             -                  -                   
22.01      CACC7           CACC6             MERGE_REQ                      CACC7              CACC6               
22.01      CACC7           -                 state_waitForMergeReply        -                  -                   

22.01      CACC6           CACC7             MERGE_REJECT                   CACC6              CACC7               

22.02      CACC7           -                 state_platoonLeader            -                  -                   

22.05      CACC6           -                 state_sendMergeDone            -                  -                   
22.05      CACC6           CACC1             MERGE_DONE                     CACC1              CACC1               
22.05      CACC6           -                 state_platoonFollower          -                  -                   

22.06      CACC1           -                 state_mergeDone                -                  -                   
22.06      CACC1           multicast         CHANGE_Tg                      CACC1              CACC1               
22.06      CACC1           -                 state_platoonLeader            -                  -                   

22.11      CACC7           -                 state_sendMergeReq             -                  -                   
22.11      CACC7           CACC1             MERGE_REQ                      CACC7              CACC1               
22.11      CACC7           -                 state_waitForMergeReply        -                  -                   

22.11      CACC1           -                 state_sendMergeAccept          -                  -                   
22.11      CACC1           CACC7             MERGE_ACCEPT                   CACC1              CACC7               
22.11      CACC1           -                 state_waitForMergeDone         -                  -                   

22.12      CACC7           -                 state_mergeAccepted            -                  -                   
22.12      CACC7           -                 state_waitForCatchup           -                  -                   

23.20      CACC8           -                 state_waitForLaneChange        -                  -                   

23.40      CACC8           -                 state_platoonLeader            -                  -                   

23.43      CACC8           -                 state_sendMergeReq             -                  -                   
23.43      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.43      CACC8           -                 state_waitForMergeReply        -                  -                   

23.43      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.43      CACC8           -                 state_platoonLeader            -                  -                   

23.53      CACC8           -                 state_sendMergeReq             -                  -                   
23.53      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.53      CACC8           -                 state_waitForMergeReply        -                  -                   

23.53      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.53      CACC8           -                 state_platoonLeader            -                  -                   

23.63      CACC8           -                 state_sendMergeReq             -                  -                   
23.63      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.63      CACC8           -                 state_waitForMergeReply        -                  -                   

23.63      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.63      CACC8           -                 state_platoonLeader            -                  -                   

23.73      CACC8           -                 state_sendMergeReq             -                  -                   
23.73      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.73      CACC8           -                 state_waitForMergeReply        -                  -                   

23.73      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.73      CACC8           -                 state_platoonLeader            -                  -                   

23.83      CACC8           -                 state_sendMergeReq             -                  -                   
23.83      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.83      CACC8           -                 state_waitForMergeReply        -                  -                   

23.83      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.83      CACC8           -                 state_platoonLeader            -                  -                   

23.93      CACC8           -                 state_sendMergeReq             -                  -                   
23.93      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
23.93      CACC8           -                 state_waitForMergeReply        -                  -                   

23.93      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

23.93      CACC8           -                 state_platoonLeader            -                  -                   

24.03      CACC8           -                 state_sendMergeReq             -                  -                   
24.03      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.03      CACC8           -                 state_waitForMergeReply        -                  -                   

24.03      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.03      CACC8           -                 state_platoonLeader            -                  -                   

24.13      CACC8           -                 state_sendMergeReq             -                  -                   
24.13      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.13      CACC8           -                 state_waitForMergeReply        -                  -                   

24.13      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.13      CACC8           -                 state_platoonLeader            -                  -                   

24.23      CACC8           -                 state_sendMergeReq             -                  -                   
24.23      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.23      CACC8           -                 state_waitForMergeReply        -                  -                   

24.23      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.23      CACC8           -                 state_platoonLeader            -                  -                   

24.33      CACC8           -                 state_sendMergeReq             -                  -                   
24.33      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.33      CACC8           -                 state_waitForMergeReply        -                  -                   

24.33      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.33      CACC8           -                 state_platoonLeader            -                  -                   

24.43      CACC8           -                 state_sendMergeReq             -                  -                   
24.43      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.43      CACC8           -                 state_waitForMergeReply        -                  -                   

24.43      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.43      CACC8           -                 state_platoonLeader            -                  -                   

24.53      CACC8           -                 state_sendMergeReq             -                  -                   
24.53      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.53      CACC8           -                 state_waitForMergeReply        -                  -                   

24.53      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.53      CACC8           -                 state_platoonLeader            -                  -                   

24.63      CACC8           -                 state_sendMergeReq             -                  -                   
24.63      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.63      CACC8           -                 state_waitForMergeReply        -                  -                   

24.63      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.63      CACC8           -                 state_platoonLeader            -                  -                   

24.73      CACC8           -                 state_sendMergeReq             -                  -                   
24.73      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.73      CACC8           -                 state_waitForMergeReply        -                  -                   

24.73      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.73      CACC8           -                 state_platoonLeader            -                  -                   

24.83      CACC8           -                 state_sendMergeReq             -                  -                   
24.83      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.83      CACC8           -                 state_waitForMergeReply        -                  -                   

24.83      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.83      CACC8           -                 state_platoonLeader            -                  -                   

24.93      CACC8           -                 state_sendMergeReq             -                  -                   
24.93      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
24.93      CACC8           -                 state_waitForMergeReply        -                  -                   

24.93      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

24.93      CACC8           -                 state_platoonLeader            -                  -                   

25.03      CACC8           -                 state_sendMergeReq             -                  -                   
25.03      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.03      CACC8           -                 state_waitForMergeReply        -                  -                   

25.03      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.03      CACC8           -                 state_platoonLeader            -                  -                   

25.13      CACC8           -                 state_sendMergeReq             -                  -                   
25.13      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.13      CACC8           -                 state_waitForMergeReply        -                  -                   

25.13      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.13      CACC8           -                 state_platoonLeader            -                  -                   

25.23      CACC8           -                 state_sendMergeReq             -                  -                   
25.23      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.23      CACC8           -                 state_waitForMergeReply        -                  -                   

25.23      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.23      CACC8           -                 state_platoonLeader            -                  -                   

25.33      CACC8           -                 state_sendMergeReq             -                  -                   
25.33      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.33      CACC8           -                 state_waitForMergeReply        -                  -                   

25.33      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.33      CACC8           -                 state_platoonLeader            -                  -                   

25.43      CACC8           -                 state_sendMergeReq             -                  -                   
25.43      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.43      CACC8           -                 state_waitForMergeReply        -                  -                   

25.43      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.43      CACC8           -                 state_platoonLeader            -                  -                   

25.53      CACC8           -                 state_sendMergeReq             -                  -                   
25.53      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.53      CACC8           -                 state_waitForMergeReply        -                  -                   

25.53      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.53      CACC8           -                 state_platoonLeader            -                  -                   

25.63      CACC8           -                 state_sendMergeReq             -                  -                   
25.63      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.63      CACC8           -                 state_waitForMergeReply        -                  -                   

25.63      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.63      CACC8           -                 state_platoonLeader            -                  -                   

25.73      CACC8           -                 state_sendMergeReq             -                  -                   
25.73      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
25.73      CACC8           -                 state_waitForMergeReply        -                  -                   

25.73      CACC7           CACC8             MERGE_REJECT                   CACC7              CACC8               

25.73      CACC8           -                 state_platoonLeader            -                  -                   

25.80      CACC9           -                 state_waitForLaneChange        -                  -                   

25.83      CACC8           -                 state_sendMergeReq             -                  -                   
25.83      CACC8           CACC7             MERGE_REQ                      CACC8              CACC7               
